title,country,release_year,genre,description,Streaming Service
Halal Love Story,India,2020,"Comedy, Drama",Two cinema enthusiasts from a religious organization decide to make a movie in accordance to the religious understanding of permissible and forbidden. They find an experienced crew from the mainstream but they have reservations on the cast of the lead couple. The couple has to be married to each other so that behaving closer to each can be religiously permissible.,Amazon
George Reddy,India,2019,"Drama, International","George Reddy is a Biopic of a student leader, Boxer and Gold medallist who influenced Andhra Pradesh politics in Osmania University between 1962 and 1972. He inspired revolutionary thoughts until he was brutally murdered in his hostel in 1972.",Amazon
Fanaa,India,2006,Romance,"Zooni (Kajol), a blind Kashmiri girl, meets Rehan Qadri (Aamir Khan), a local Delhi tour guide and an incorrigible flirt. Her friends warn her against him but she chooses to ignore them. Rehan is fascinated by Zooni and wants her to see life as it should be seen. What Zooni doesn’t know is that Rehan has another side to him- something that can not only change her life, but can also destroy it.",Amazon
Fan,India,2016,"Drama, International, Suspense","FAN is the story of Gaurav (Shah Rukh Khan) a young man, 20 something, whose world revolves around the mega movie star Aryan Khanna (Shah Rukh Khan) or God as he refers to him. When things don't go according to plan, Gaurav’s love and passion for his God turns into a dangerous obsession that crosses the fine line.",Amazon
Dilwale Dulhania Le Jayenge,India,1995,Romance,"When Raj (Shahrukh Khan) & Simran (Kajol) first met on an inter-rail holiday in Europe, it wasn’t exactly Love at first sight but when Simran is taken back to India for an arranged marriage, things change. Encouraged by his father Dharamvir (Anupam Kher), Raj decides to fly down from London to not just win his Bride but her whole family and the blessings of her father Baldev Singh (Amrish Puri).",Amazon
Dil Bole Hadippa,India,2009,"Comedy, Drama, International","Veera (Rani Mukerji) is a fire-cracker of a village girl but dreams of playing cricket in the big league. Rohan (Shahid Kapoor) is a captain of a cricket team in England but returns to India to captain his father's cricket team which has been losing. Veera puts on a turban and beard and earns her place in Rohan's team. This tale of turbans, twists and tricks will make your heart go Hadippa!",Amazon
Dhoom:2,"India, South Africa, Brazil",2006,Action,"DHOOM:2 reinvents the action comedy genre and propels it into the 21st century. Ali (Uday Chopra) is now ACP Jai Dixit’s (Abhishek Bachchan) right-hand man. Enter Mr.A (Hrithik Roshan), a high tech international thief whose next target is Mumbai. Once in Mumbai, Mr.A finds his match in Sunehri (Aishwarya Rai), a clever thief. She makes him an offer he finds hard to refuse. And so the game begins.",Amazon
Darr,India,1993,"Drama, International, Suspense","DARR is Rahul’s (Shahrukh Khan) story whose love and obsession for Kiran (Juhi Chawla) frees him from all fears of life & death. It is Sunil’s (Sunny Deol) story, whose enduring love & passion for Kiran gives him the courage to face the fear of death. It is Kiran’s story caught between one man’s love & another man’s obsession. She fears one & fears for the other.",Amazon
Daag,India,1973,"Drama, International","Sunil (Rajesh Khanna) is forced to leave behind his new bride Sonia (Sharmila Tagore), when he kills her would-be rapist. A new identity beckons when Sunil meets Chandni (Rakhee) and ends up marrying her to give her illegitimate child a father’s name. Now a respected Mayor of his town, Sunil’s past catches up with him and brings together Sunil and Sonia. Can he outrun his destiny for long?",Amazon
Chandni,India,1989,"Drama, International, Romance","In a cruel stroke of fate, Chandni’s (Sridevi) heart is shattered as Rohit (Rishi Kapoor) disappears from her life. When she meets Lalit (Vinod Khanna) who is fighting the demons of tragic memories, they both find solace in this new friendship. Lalit’s affection gives a new direction to Chandni’s life, but Lalit falls for her and Chandni resigns to destiny, till one day, Rohit knocks on her door.",Amazon
Begum Jaan,India,2017,"Action, Drama, International","Begum Jaan is a story of 11 fearless women standing up against the system, amidst the changing political scenario during the partition.",Amazon
Befikre,India,2016,"Comedy, Drama, International","Befikre is a carefree love story of Dharam and Shyra, who find love in an engaging series of experiences. Doused in the spirit of Paris, it celebrates a sensual and free-spirited love.",Amazon
Band Baaja Baaraat,India,2010,Romance,"Shruti (Anushka Sharma), girl in her 20's, focused, determined as well ambitious. Bittoo (Ranveer Singh), on the other hand, has no real aim in life. They become partners in their very own “Wedding planning ka bijness”. Together, their friendship and business, enters the ups and downs of the lavish Delhi weddings and while trying to find themselves, Shruti and Bittoo discover each other.",Amazon
Badrinath Ki Dulhania,India,2017,"Comedy, International, Romance","Badrinath Ki Dulhania is a story of Badrinath Bansal from Jhansi and Vaidehi Trivedi from Kota and what happens when the two of them meet. Even though they both belong to small towns, their mindset about gender roles in society and about life in general are diametrically opposite. This leads to a clash of ideologies, despite both of them recognizing the goodness in each other.",Amazon
Bachna Ae Haseeno,India,2008,Romance,"""Meet Raj (Ranbir Kapoor),who keeps falling in love. It’s not his fault that he’s a heartbreaker. Come discover his three love stories; Raj & Mahi (Minissha Lamba), Raj & Radhika (Bipasha Basu), Raj & Gayatri (Deepika Padukone). Different ladyloves at different times in his life. And each of them, teach him a little bit about love & a little bit about life, in their own sweet, sexy or sassy way.",Amazon
Ae Dil Hai Mushkil,India,2016,"Drama, International, Romance","In this romantic drama, a popular singer Ayan Senger (Ranbir Kapoor) recounts his turbulent relationship with Alizeh Khan (Anushka Sharma) during an interview based on the love of his life. He reminisces about their chance meeting in London, their troubled, unrequited love, his personal growth over the years and how this relationship shaped his destiny.",Amazon
Adhe Kangal,India,2017,"International, Romance","A blind chef gets his eyesight back, but the girl he had fallen in love with is missing. What has happened to her? Is morphed into thriller followed by an abduction.",Amazon
Aamhi Doghi,India,2018,"Drama, International","Friendship blossoms in various relationships. Sometimes we find our best friends in a relationship designed by fate. Two women who found each other, in the midst of living parallel lives, have woven together a story of understanding. Comfort and compassion can be found where least expected. One is never alone when together with another.",Amazon
Aaja Nachle,India,2007,Drama,"An unexpected phone call shakes Dia (Madhuri Dixit) on hearing her guru, is dying and she must return to India. It is a troubled return; not only has her guru passed away, but the institution that he so lovingly nurtured is in under threat of demolition. Ajanta theatre, the once vibrant hub. Dia promises to turn this ruin into a bustling theatre that was once the soul of her little town.",Amazon
Aaina,India,1993,"Drama, International, Romance","Sisters, Roma and Reema fall in love with the same man, Ravi. But when he falls in love with an arrogant and confident Roma, Reema is left heart-broken. The marriage is fixed, but on their wedding day, Roma leaves him to accept an offer for a movie. An angry Ravi marries Reema instead. After a rocky start, they soon fall in love until Roma returns and demands to be accepted as Ravi's wife.",Amazon
The Perfect Score,"United States, Germany",2004,"Action, Comedy, Drama","Scarlett Johansson, Erika Christensen, Chris Evans and Darius Miles lead this coming-of-age tale about six students who break into the testing center and steal the answers to the S.A.T.",Amazon
Sharknado,United States,2013,"Action, Comedy, Horror","When a freak tornado swamps Los Angeles, thousands of sharks terrorize the waterlogged populace, and nature's deadliest killer rules sea, land, and air.",Amazon
Knives Out (4K UHD),United States,2019,Comedy,"When renowned crime novelist Harlan Thrombey is found dead at his estate, the inquisitive Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",Amazon
